gene_name	gene_id
Agap3	ENSMUSG00000023353
Abcf2	ENSMUSG00000028953
Nub1	ENSMUSG00000028954
Wdr86	ENSMUSG00000055235
Rheb	ENSMUSG00000028945
Prkag2	ENSMUSG00000028944
Kmt2c	ENSMUSG00000038056
Xrcc2	ENSMUSG00000028933
Actr3b	ENSMUSG00000056367
Paxip1	ENSMUSG00000002221
Insig1	ENSMUSG00000045294
Rbm33	ENSMUSG00000048271
Nom1	ENSMUSG00000001569
Ube3c	ENSMUSG00000039000
Dnajb6	ENSMUSG00000029131
Tyms	ENSMUSG00000025747
Hadha	ENSMUSG00000025745
Hadhb	ENSMUSG00000059447
Slc35f6	ENSMUSG00000029175
Cenpa	ENSMUSG00000029177
Dpysl5	ENSMUSG00000029168
Ost4	ENSMUSG00000038803
Khk	ENSMUSG00000029162
Preb	ENSMUSG00000045302
Atraid	ENSMUSG00000013622
Cad	ENSMUSG00000013629
Eif2b4	ENSMUSG00000029145
Snx17	ENSMUSG00000029146
Ppm1g	ENSMUSG00000029147
Nrbp1	ENSMUSG00000029148
Krtcap3	ENSMUSG00000029149
Fndc4	ENSMUSG00000038552
Gpn1	ENSMUSG00000064037
Slc4a1ap	ENSMUSG00000029141
Ppp1cb	ENSMUSG00000014956
Yes1	ENSMUSG00000014932
Pisd	ENSMUSG00000023452
Prr14l	ENSMUSG00000054280
Depdc5	ENSMUSG00000037426
Maea	ENSMUSG00000079562
Uvssa	ENSMUSG00000037355
Fam53a	ENSMUSG00000037339
Slbp	ENSMUSG00000004642
Tmem129	ENSMUSG00000019295
Tacc3	ENSMUSG00000037313
Letm1	ENSMUSG00000005299
Nelfa	ENSMUSG00000029111
Rnf4	ENSMUSG00000029110
Fam193a	ENSMUSG00000037210
Add1	ENSMUSG00000029106
Mfsd10	ENSMUSG00000001082
Nop14	ENSMUSG00000036693
Htt	ENSMUSG00000029104
Rgs12	ENSMUSG00000029101
Lrpap1	ENSMUSG00000029103
Trmt44	ENSMUSG00000029097
Afap1	ENSMUSG00000029094
Grpel1	ENSMUSG00000029198
Tbc1d14	ENSMUSG00000029192
Bloc1s4	ENSMUSG00000060708
Mrfap1	ENSMUSG00000055302
Crmp1	ENSMUSG00000029121
Lyar	ENSMUSG00000067367
Tmem128	ENSMUSG00000067365
Zfp518b	ENSMUSG00000046572
Rab28	ENSMUSG00000029128
Bod1l	ENSMUSG00000061755
Prom1	ENSMUSG00000029086
Qdpr	ENSMUSG00000015806
Lap3	ENSMUSG00000039682
Med28	ENSMUSG00000015804
Ncapg	ENSMUSG00000015880
Lcorl	ENSMUSG00000015882
Dhx15	ENSMUSG00000029169
Sepsecs	ENSMUSG00000029173
Pi4k2b	ENSMUSG00000029186
Smim20	ENSMUSG00000061461
Stim2	ENSMUSG00000039156
Rell1	ENSMUSG00000047881
Pgm1	ENSMUSG00000029171
Klf3	ENSMUSG00000029178
Rfc1	ENSMUSG00000029191
Rpl9	ENSMUSG00000047215
Lias	ENSMUSG00000029199
Ugdh	ENSMUSG00000029201
Smim14	ENSMUSG00000037822
Ube2k	ENSMUSG00000029203
Pds5a	ENSMUSG00000029202
N4bp2	ENSMUSG00000037795
Apbb2	ENSMUSG00000029207
Uchl1	ENSMUSG00000029223
Slc30a9	ENSMUSG00000029221
Atp8a1	ENSMUSG00000037685
Guf1	ENSMUSG00000029208
Gnpda2	ENSMUSG00000029209
Commd8	ENSMUSG00000029213
Nfxl1	ENSMUSG00000072889
Slain2	ENSMUSG00000036087
Fryl	ENSMUSG00000070733
Ociad1	ENSMUSG00000029152
Usp46	ENSMUSG00000054814
Fip1l1	ENSMUSG00000029227
Chic2	ENSMUSG00000029229
Srd5a3	ENSMUSG00000029233
Tmem165	ENSMUSG00000029234
Clock	ENSMUSG00000029238
Exoc1	ENSMUSG00000036435
Cep135	ENSMUSG00000036403
Aasdh	ENSMUSG00000055923
Ppat	ENSMUSG00000029246
Paics	ENSMUSG00000029247
Srp72	ENSMUSG00000036323
Rest	ENSMUSG00000029249
Noa1	ENSMUSG00000036285
Polr2b	ENSMUSG00000029250
Cenpc1	ENSMUSG00000029253
Uba6	ENSMUSG00000035898
Ythdc1	ENSMUSG00000035851
Utp3	ENSMUSG00000070697
Rufy3	ENSMUSG00000029291
Grsf1	ENSMUSG00000044221
Mob1b	ENSMUSG00000006262
Dck	ENSMUSG00000029366
Slc4a4	ENSMUSG00000060961
Cox18	ENSMUSG00000035505
Ankrd17	ENSMUSG00000055204
Mthfd2l	ENSMUSG00000029376
Rchy1	ENSMUSG00000029397
G3bp2	ENSMUSG00000029405
Uso1	ENSMUSG00000029407
Nup54	ENSMUSG00000034826
Sept11	ENSMUSG00000058013
Bmp2k	ENSMUSG00000034663
Fgf5	ENSMUSG00000029337
Hnrnpd	ENSMUSG00000000568
Hnrnpdl	ENSMUSG00000029328
Enoph1	ENSMUSG00000029326
Sec31a	ENSMUSG00000035325
Lin54	ENSMUSG00000035310
Cops4	ENSMUSG00000035297
Helq	ENSMUSG00000035266
Mrps18c	ENSMUSG00000016833
Wdfy3	ENSMUSG00000043940
Ptpn13	ENSMUSG00000034573
Aff1	ENSMUSG00000029313
Nudt9	ENSMUSG00000029310
Pkd2	ENSMUSG00000034462
Lrrc8d	ENSMUSG00000046079
Zfp326	ENSMUSG00000029290
Cdc7	ENSMUSG00000029283
Tgfbr3	ENSMUSG00000029287
Glmn	ENSMUSG00000029276
Rpap2	ENSMUSG00000033773
Rpl5	ENSMUSG00000058558
Mtf2	ENSMUSG00000029267
Tmed5	ENSMUSG00000063406
Ccdc18	ENSMUSG00000056531
Dr1	ENSMUSG00000029265
Atp5k	ENSMUSG00000050856
Pcgf3	ENSMUSG00000033623
Gak	ENSMUSG00000062234
Tmem175	ENSMUSG00000013495
Gtpbp6	ENSMUSG00000033434
Zfp605	ENSMUSG00000023284
Chfr	ENSMUSG00000014668
Golga3	ENSMUSG00000029502
Ankle2	ENSMUSG00000029501
Pgam5	ENSMUSG00000029500
Pxmp2	ENSMUSG00000029499
Pole	ENSMUSG00000007080
Fbrsl1	ENSMUSG00000043323
Noc4l	ENSMUSG00000033294
Ddx51	ENSMUSG00000029504
Ep400	ENSMUSG00000029505
Pus1	ENSMUSG00000029507
Ulk1	ENSMUSG00000029512
Hscb	ENSMUSG00000043510
Chek2	ENSMUSG00000029521
Pitpnb	ENSMUSG00000050017
Tpst2	ENSMUSG00000029344
Tfip11	ENSMUSG00000029345
Srrd	ENSMUSG00000029346
Hps4	ENSMUSG00000042328
Coro1c	ENSMUSG00000004530
Ssh1	ENSMUSG00000042121
Alkbh2	ENSMUSG00000044339
Ung	ENSMUSG00000029591
Mmab	ENSMUSG00000029575
Mvk	ENSMUSG00000041939
Gltp	ENSMUSG00000011884
Git2	ENSMUSG00000041890
Ankrd13a	ENSMUSG00000041870
Sppl3	ENSMUSG00000029550
Acads	ENSMUSG00000029545
Unc119b	ENSMUSG00000046562
Mlec	ENSMUSG00000048578
Pop5	ENSMUSG00000060152
Rnf10	ENSMUSG00000041740
Coq5	ENSMUSG00000041733
Dynll1	ENSMUSG00000009013
Srsf9	ENSMUSG00000029538
Gatc	ENSMUSG00000029536
Triap1	ENSMUSG00000029535
Cox6a1	ENSMUSG00000041697
Msi1	ENSMUSG00000054256
Pxn	ENSMUSG00000029528
Rplp0	ENSMUSG00000067274
Rab35	ENSMUSG00000029518
Prkab1	ENSMUSG00000029513
Suds3	ENSMUSG00000066900
Taok3	ENSMUSG00000061288
Pebp1	ENSMUSG00000032959
Wsb2	ENSMUSG00000029364
Rfc5	ENSMUSG00000029363
Fbxo21	ENSMUSG00000032898
Fbxw8	ENSMUSG00000032867
Med13l	ENSMUSG00000018076
Rbm19	ENSMUSG00000029594
Plbd2	ENSMUSG00000029598
Tpcn1	ENSMUSG00000032741
Ptpn11	ENSMUSG00000043733
Rpl6	ENSMUSG00000029614
Trafd1	ENSMUSG00000042726
Naa25	ENSMUSG00000042719
Erp29	ENSMUSG00000029616
Aldh2	ENSMUSG00000029455
Brap	ENSMUSG00000029458
Atxn2	ENSMUSG00000042605
Pptc7	ENSMUSG00000038582
Vps29	ENSMUSG00000029462
Fam216a	ENSMUSG00000029463
Gpn3	ENSMUSG00000029464
Arpc3	ENSMUSG00000029465
Atp2a2	ENSMUSG00000029467
Ift81	ENSMUSG00000029469
Anapc5	ENSMUSG00000029472
Rnf34	ENSMUSG00000029474
Setd1b	ENSMUSG00000038384
Bcl7a	ENSMUSG00000029438
Mlxip	ENSMUSG00000038342
Diablo	ENSMUSG00000029433
Vps33a	ENSMUSG00000029434
Clip1	ENSMUSG00000049550
Zcchc8	ENSMUSG00000029427
Denr	ENSMUSG00000023106
Vps37b	ENSMUSG00000066278
Ogfod2	ENSMUSG00000023707
Arl6ip4	ENSMUSG00000029404
Mphosph9	ENSMUSG00000038126
Sbno1	ENSMUSG00000038095
Rilpl2	ENSMUSG00000029401
Rilpl1	ENSMUSG00000029392
Ddx55	ENSMUSG00000029389
Ccdc92	ENSMUSG00000037979
Zfp664	ENSMUSG00000079215
Scarb1	ENSMUSG00000037936
Ubc	ENSMUSG00000008348
Dhx37	ENSMUSG00000029480
Bri3bp	ENSMUSG00000037905
Slc15a4	ENSMUSG00000029416
Glt1d1	ENSMUSG00000049971
Ran	ENSMUSG00000029430
Sfswap	ENSMUSG00000029439
Mrps17	ENSMUSG00000034211
Psph	ENSMUSG00000029446
Chchd2	ENSMUSG00000070493
Zbed5	ENSMUSG00000034173
Asl	ENSMUSG00000025533
Crcp	ENSMUSG00000025532
Rabgef1	ENSMUSG00000025340
Gtf2i	ENSMUSG00000060261
Gtf2ird1	ENSMUSG00000023079
Eif4h	ENSMUSG00000040731
Limk1	ENSMUSG00000029674
Abhd11	ENSMUSG00000040532
Dnajc30	ENSMUSG00000061118
Tbl2	ENSMUSG00000005374
Bcl7b	ENSMUSG00000029681
Baz1b	ENSMUSG00000002748
Nsun5	ENSMUSG00000000916
Pom121	ENSMUSG00000053293
Hip1	ENSMUSG00000039959
Rhbdd2	ENSMUSG00000039917
Tmem120a	ENSMUSG00000039886
Mdh2	ENSMUSG00000019179
Hspb1	ENSMUSG00000004951
Ywhag	ENSMUSG00000051391
Polr2j	ENSMUSG00000039771
Lrwd1	ENSMUSG00000029703
Alkbh4	ENSMUSG00000039754
Prkrip1	ENSMUSG00000039737
Cux1	ENSMUSG00000029705
Ift22	ENSMUSG00000007987
Fis1	ENSMUSG00000019054
Znhit1	ENSMUSG00000059518
Plod3	ENSMUSG00000004846
Ap1s1	ENSMUSG00000004849
Slc12a9	ENSMUSG00000037344
Ephb4	ENSMUSG00000029710
Pop7	ENSMUSG00000029715
Mospd3	ENSMUSG00000037221
Ppp1r35	ENSMUSG00000029725
Zkscan1	ENSMUSG00000029729
Zfp113	ENSMUSG00000037007
Zfp157	ENSMUSG00000036898
Zfp68	ENSMUSG00000058291
Pdgfa	ENSMUSG00000025856
Sun1	ENSMUSG00000036817
Get4	ENSMUSG00000025858
Cox19	ENSMUSG00000045438
Zfand2a	ENSMUSG00000053581
Ints1	ENSMUSG00000029547
Psmg3	ENSMUSG00000029551
Mad1l1	ENSMUSG00000029554
Nudt1	ENSMUSG00000036639
Snx8	ENSMUSG00000029560
Eif3b	ENSMUSG00000056076
Chst12	ENSMUSG00000036599
Iqce	ENSMUSG00000036555
Brat1	ENSMUSG00000000148
Gna12	ENSMUSG00000000149
Foxk1	ENSMUSG00000056493
Ap5z1	ENSMUSG00000039623
Actb	ENSMUSG00000029580
Fscn1	ENSMUSG00000029581
Rnf216	ENSMUSG00000045078
Zfp12	ENSMUSG00000029587
Zdhhc4	ENSMUSG00000001844
Kdelr2	ENSMUSG00000079111
Rac1	ENSMUSG00000001847
Fam220a	ENSMUSG00000083012
Cyth3	ENSMUSG00000018001
Usp42	ENSMUSG00000051306
Eif2ak1	ENSMUSG00000029613
Aimp2	ENSMUSG00000029610
Pms2	ENSMUSG00000079109
Lmtk2	ENSMUSG00000038970
Tecpr1	ENSMUSG00000066621
Baiap2l1	ENSMUSG00000038859
Nptx2	ENSMUSG00000059991
Arpc1b	ENSMUSG00000029622
Pdap1	ENSMUSG00000029623
Bud31	ENSMUSG00000038722
Ptcd1	ENSMUSG00000029624
Cpsf4	ENSMUSG00000029625
Zfp655	ENSMUSG00000007812
Cdk8	ENSMUSG00000029635
Usp12	ENSMUSG00000029640
Rpl21	ENSMUSG00000041453
Rasl11a	ENSMUSG00000029641
Gtf3a	ENSMUSG00000016503
Mtif3	ENSMUSG00000016510
Lnx2	ENSMUSG00000016520
Polr1d	ENSMUSG00000029642
Pan3	ENSMUSG00000029647
Pomp	ENSMUSG00000029649
Slc7a1	ENSMUSG00000041313
Ubl3	ENSMUSG00000001687
Hsph1	ENSMUSG00000029657
B3glct	ENSMUSG00000051950
Brca2	ENSMUSG00000041147
Nmt2	ENSMUSG00000026643
Rpp38	ENSMUSG00000049950
Dclre1c	ENSMUSG00000026648
Suv39h2	ENSMUSG00000026646
Phyh	ENSMUSG00000026664
Mcm10	ENSMUSG00000026669
Cdc123	ENSMUSG00000039128
Nudt5	ENSMUSG00000025817
Sec61a2	ENSMUSG00000025816
Upf2	ENSMUSG00000043241
Usp6nl	ENSMUSG00000039046
Taf3	ENSMUSG00000025782
Atp5c1	ENSMUSG00000025781
Kin	ENSMUSG00000037262
Pfkfb3	ENSMUSG00000026773
Ankrd16	ENSMUSG00000047909
Rsu1	ENSMUSG00000026727
Vim	ENSMUSG00000026728
Stam	ENSMUSG00000026718
Nsun6	ENSMUSG00000026707
Plxdc2	ENSMUSG00000026748
Dnajc1	ENSMUSG00000026740
Commd3	ENSMUSG00000051154
Pip4k2a	ENSMUSG00000026737
Arhgap21	ENSMUSG00000036591
Pdss1	ENSMUSG00000026784
Abi1	ENSMUSG00000058835
Mastl	ENSMUSG00000026779
Yme1l1	ENSMUSG00000026775
Spopl	ENSMUSG00000026771
Ehmt1	ENSMUSG00000036893
Zmynd19	ENSMUSG00000026974
Dph7	ENSMUSG00000026975
Mrpl41	ENSMUSG00000036850
Nsmf	ENSMUSG00000006476
Nelfb	ENSMUSG00000013465
Ssna1	ENSMUSG00000026966
Anapc2	ENSMUSG00000026965
Man1b1	ENSMUSG00000036646
Dpp7	ENSMUSG00000026958
Sapcd2	ENSMUSG00000026955
Edf1	ENSMUSG00000015092
Rabl6	ENSMUSG00000015087
Bmyc	ENSMUSG00000049086
Camsap1	ENSMUSG00000026933
Qsox2	ENSMUSG00000036327
Gpsm1	ENSMUSG00000026930
Pmpca	ENSMUSG00000026926
Inpp5e	ENSMUSG00000026925
Sec16a	ENSMUSG00000026924
Notch1	ENSMUSG00000026923
Agpat2	ENSMUSG00000026922
Surf6	ENSMUSG00000036160
Med22	ENSMUSG00000015776
Rpl7a	ENSMUSG00000062647
Surf1	ENSMUSG00000015790
Surf2	ENSMUSG00000014873
Surf4	ENSMUSG00000014867
Rexo4	ENSMUSG00000052406
Cacfd1	ENSMUSG00000015488
Vav2	ENSMUSG00000009621
Wdr5	ENSMUSG00000026917
Olfm1	ENSMUSG00000026833
Mrps2	ENSMUSG00000035772
Tsc1	ENSMUSG00000026812
Gtf3c4	ENSMUSG00000035666
Ddx31	ENSMUSG00000026806
Ttf1	ENSMUSG00000026803
Rapgef1	ENSMUSG00000039844
Trub2	ENSMUSG00000039826
Cercam	ENSMUSG00000039787
Odf2	ENSMUSG00000026790
Gle1	ENSMUSG00000019715
Sptan1	ENSMUSG00000057738
Wdr34	ENSMUSG00000039715
Zer1	ENSMUSG00000039686
Tbc1d13	ENSMUSG00000039678
Endog	ENSMUSG00000015337
Lrrc8a	ENSMUSG00000007476
Dolk	ENSMUSG00000075419
Nup188	ENSMUSG00000052533
Dolpp1	ENSMUSG00000026856
Ntmt1	ENSMUSG00000026857
Tor1b	ENSMUSG00000026848
Tor1a	ENSMUSG00000026849
Fnbp1	ENSMUSG00000075415
Gpr107	ENSMUSG00000000194
Ncs1	ENSMUSG00000062661
Ass1	ENSMUSG00000076441
Fubp3	ENSMUSG00000026843
Exosc2	ENSMUSG00000039356
Abl1	ENSMUSG00000026842
Nup214	ENSMUSG00000001855
Prrc2b	ENSMUSG00000039262
Pomt1	ENSMUSG00000039254
Uck1	ENSMUSG00000002550
Swi5	ENSMUSG00000044627
Golga2	ENSMUSG00000002546
Ciz1	ENSMUSG00000039205
Ptges2	ENSMUSG00000026820
Ak1	ENSMUSG00000026817
Fpgs	ENSMUSG00000009566
Cdk9	ENSMUSG00000009555
Tor2a	ENSMUSG00000009563
Fam129b	ENSMUSG00000026796
Rpl12	ENSMUSG00000038900
Slc2a8	ENSMUSG00000026791
Zbtb43	ENSMUSG00000026788
Mvb12b	ENSMUSG00000038740
Pbx3	ENSMUSG00000038718
Mapkap1	ENSMUSG00000038696
Hspa5	ENSMUSG00000026864
Rabepk	ENSMUSG00000070953
Fbxw2	ENSMUSG00000035949
Cntrl	ENSMUSG00000057110
Rab14	ENSMUSG00000026878
Dab2ip	ENSMUSG00000026883
Ndufa8	ENSMUSG00000026895
Rbm18	ENSMUSG00000026889
Mrrf	ENSMUSG00000026887
Rc3h2	ENSMUSG00000075376
Zbtb6	ENSMUSG00000066798
Zbtb26	ENSMUSG00000050714
Rabgap1	ENSMUSG00000035437
Strbp	ENSMUSG00000026915
Nek6	ENSMUSG00000026749
Psmb7	ENSMUSG00000026750
Arpc5l	ENSMUSG00000026755
Scai	ENSMUSG00000035236
Ppp6c	ENSMUSG00000026753
Gtdc1	ENSMUSG00000036890
Acvr2a	ENSMUSG00000052155
Epc2	ENSMUSG00000069495
Kif5c	ENSMUSG00000026764
Mmadhc	ENSMUSG00000026766
Rif1	ENSMUSG00000036202
Arl5a	ENSMUSG00000036093
Stam2	ENSMUSG00000055371
Fmnl2	ENSMUSG00000036053
Prpf40a	ENSMUSG00000061136
Arl6ip6	ENSMUSG00000026960
Gpd2	ENSMUSG00000026827
Pkp4	ENSMUSG00000026991
Tanc1	ENSMUSG00000035168
Baz2b	ENSMUSG00000026987
March7	ENSMUSG00000026977
Ly75	ENSMUSG00000026980
Rbms1	ENSMUSG00000026970
Psmd14	ENSMUSG00000026914
Fign	ENSMUSG00000075324
Galnt3	ENSMUSG00000026994
Ttc21b	ENSMUSG00000034848
Stk39	ENSMUSG00000027030
Cers6	ENSMUSG00000027035
Spc25	ENSMUSG00000005233
Lrp2	ENSMUSG00000027070
Bbs5	ENSMUSG00000063145
Fastkd1	ENSMUSG00000027086
Ppig	ENSMUSG00000042133
Phospho2	ENSMUSG00000027088
Ssb	ENSMUSG00000068882
Mettl5	ENSMUSG00000051730
Ubr3	ENSMUSG00000044308
Gorasp2	ENSMUSG00000014959
Tlk1	ENSMUSG00000041997
Mettl8	ENSMUSG00000041975
Dcaf17	ENSMUSG00000041966
Dync1i2	ENSMUSG00000027012
Pdk1	ENSMUSG00000006494
Cdca7	ENSMUSG00000055612
Sp3	ENSMUSG00000027109
Scrn3	ENSMUSG00000008226
Chn1	ENSMUSG00000056486
Atf2	ENSMUSG00000027104
Atp5g3	ENSMUSG00000018770
Mtx2	ENSMUSG00000027099
Nfe2l2	ENSMUSG00000015839
Agps	ENSMUSG00000042410
Rbm45	ENSMUSG00000042369
Prkra	ENSMUSG00000002731
Plekha3	ENSMUSG00000002733
Sestd1	ENSMUSG00000042272
Dnajc10	ENSMUSG00000027006
Frzb	ENSMUSG00000027004
Nckap1	ENSMUSG00000027002
Zc3h15	ENSMUSG00000027091
Itgav	ENSMUSG00000027087
Zdhhc5	ENSMUSG00000034075
Clp1	ENSMUSG00000027079
Timm10	ENSMUSG00000027076
Ssrp1	ENSMUSG00000027067
Tnks1bp1	ENSMUSG00000033955
Fnbp4	ENSMUSG00000008200
Mtch2	ENSMUSG00000027282
Ndufs3	ENSMUSG00000005510
Kbtbd4	ENSMUSG00000005505
Celf1	ENSMUSG00000005506
Psmc3	ENSMUSG00000002102
Acp2	ENSMUSG00000002103
Pacsin3	ENSMUSG00000027257
Arfgap2	ENSMUSG00000027255
Lrp4	ENSMUSG00000027253
Ckap5	ENSMUSG00000040549
Ambra1	ENSMUSG00000040506
Dgkz	ENSMUSG00000040479
Mapk8ip1	ENSMUSG00000027223
Cry2	ENSMUSG00000068742
Trp53i11	ENSMUSG00000068735
Ext2	ENSMUSG00000027198
Alkbh3	ENSMUSG00000040174
Hsd17b12	ENSMUSG00000027195
Api5	ENSMUSG00000027193
Traf6	ENSMUSG00000027164
Commd9	ENSMUSG00000027163
Ldlrad3	ENSMUSG00000048058
Pdhx	ENSMUSG00000010914
Apip	ENSMUSG00000010911
Cat	ENSMUSG00000027187
Nat10	ENSMUSG00000027185
Caprin1	ENSMUSG00000027184
Fbxo3	ENSMUSG00000027180
Hipk3	ENSMUSG00000027177
Cstf3	ENSMUSG00000027176
Tcp11l1	ENSMUSG00000027175
Qser1	ENSMUSG00000074994
Prrg4	ENSMUSG00000027171
Eif3m	ENSMUSG00000027170
Rcn1	ENSMUSG00000005973
Elp4	ENSMUSG00000027167
Immp1l	ENSMUSG00000042670
Mpped2	ENSMUSG00000016386
Arl14ep	ENSMUSG00000027122
Kif18a	ENSMUSG00000027115
Lin7c	ENSMUSG00000027162
Lgr4	ENSMUSG00000050199
Ccdc34	ENSMUSG00000027160
Lpcat4	ENSMUSG00000027134
Slc12a6	ENSMUSG00000027130
Emc4	ENSMUSG00000027131
Katnbl1	ENSMUSG00000027132
Emc7	ENSMUSG00000055943
Aven	ENSMUSG00000003604
Arhgap11a	ENSMUSG00000041219
Zfp770	ENSMUSG00000040321
Spred1	ENSMUSG00000027351
Fam98b	ENSMUSG00000027349
Eif2ak4	ENSMUSG00000005102
Srp14	ENSMUSG00000009549
Bub1b	ENSMUSG00000040084
Knstrn	ENSMUSG00000027331
Ivd	ENSMUSG00000027332
Ccdc32	ENSMUSG00000039983
Rpusd2	ENSMUSG00000027324
Rad51	ENSMUSG00000027323
Rmdn3	ENSMUSG00000070730
Dnajc17	ENSMUSG00000034278
Zfyve19	ENSMUSG00000068580
Spint1	ENSMUSG00000027315
Vps18	ENSMUSG00000034216
Ino80	ENSMUSG00000034154
Chp1	ENSMUSG00000014077
Oip5	ENSMUSG00000072980
Nusap1	ENSMUSG00000027306
Ndufaf1	ENSMUSG00000027305
Rtf1	ENSMUSG00000027304
Rpap1	ENSMUSG00000034032
Mga	ENSMUSG00000033943
Ehd4	ENSMUSG00000027293
Vps39	ENSMUSG00000027291
Tmem87a	ENSMUSG00000033808
Zfp106	ENSMUSG00000027288
Snap23	ENSMUSG00000027287
Lrrc57	ENSMUSG00000027286
Haus2	ENSMUSG00000027285
Ubr1	ENSMUSG00000027272
Ccndbp1	ENSMUSG00000023572
Adal	ENSMUSG00000027259
Zscan29	ENSMUSG00000050619
Tubgcp4	ENSMUSG00000027263
Trp53bp1	ENSMUSG00000043909
Pdia3	ENSMUSG00000027248
Serf2	ENSMUSG00000074884
Casc4	ENSMUSG00000060227
Ctdspl2	ENSMUSG00000033411
Eif3j1	ENSMUSG00000027236
Spg11	ENSMUSG00000033396
B2m	ENSMUSG00000060802
Sord	ENSMUSG00000027227
Bloc1s6	ENSMUSG00000005804
Myef2	ENSMUSG00000027201
Cep152	ENSMUSG00000068394
Eid1	ENSMUSG00000091337
Secisbp2l	ENSMUSG00000035093
Cops2	ENSMUSG00000027206
Galk2	ENSMUSG00000027207
Dtwd1	ENSMUSG00000023330
Usp8	ENSMUSG00000027363
Trpm7	ENSMUSG00000027365
Sppl2a	ENSMUSG00000027366
Ap4e1	ENSMUSG00000001998
Ncaph	ENSMUSG00000034906
Itpripl1	ENSMUSG00000074825
Snrnp200	ENSMUSG00000003660
Ciao1	ENSMUSG00000003662
Tmem127	ENSMUSG00000034850
Stard7	ENSMUSG00000027367
Mrps5	ENSMUSG00000027374
Bub1	ENSMUSG00000027379
Bcl2l11	ENSMUSG00000027381
Anapc1	ENSMUSG00000014355
Tmem87b	ENSMUSG00000014353
Ttl	ENSMUSG00000027394
Polr1b	ENSMUSG00000027395
Chchd5	ENSMUSG00000037938
Slc20a1	ENSMUSG00000027397
Ckap2l	ENSMUSG00000048327
Stk35	ENSMUSG00000037885
Snrpb	ENSMUSG00000027404
Nop56	ENSMUSG00000027405
Cpxm1	ENSMUSG00000027408
Pced1a	ENSMUSG00000037773
Vps16	ENSMUSG00000027411
Ptpra	ENSMUSG00000027303
Mrps26	ENSMUSG00000037740
Ubox5	ENSMUSG00000027300
Fastkd5	ENSMUSG00000079043
Ddrgk1	ENSMUSG00000068290
Itpa	ENSMUSG00000074797
Cenpb	ENSMUSG00000068267
Mavs	ENSMUSG00000037523
Pank2	ENSMUSG00000037514
Slc23a2	ENSMUSG00000027340
Tmem230	ENSMUSG00000027341
Pcna	ENSMUSG00000027342
Cds2	ENSMUSG00000058793
Trmt6	ENSMUSG00000037376
Mcm8	ENSMUSG00000027353
Crls1	ENSMUSG00000027357
Lrrn4	ENSMUSG00000043110
Plcb4	ENSMUSG00000039943
Mkks	ENSMUSG00000027274
Slx4ip	ENSMUSG00000027281
Btbd3	ENSMUSG00000062098
Tasp1	ENSMUSG00000039033
Esf1	ENSMUSG00000045624
Ndufaf5	ENSMUSG00000027384
Snrpb2	ENSMUSG00000008333
Dstn	ENSMUSG00000015932
Rrbp1	ENSMUSG00000027422
Snx5	ENSMUSG00000027423
Mgme1	ENSMUSG00000027424
Polr3f	ENSMUSG00000027427
Sec23b	ENSMUSG00000027429
Dtd1	ENSMUSG00000027430
Crnkl1	ENSMUSG00000001767
Ralgapa2	ENSMUSG00000037110
Kiz	ENSMUSG00000074749
Xrn2	ENSMUSG00000027433
Nxt1	ENSMUSG00000036992
Gzf1	ENSMUSG00000027439
Apmap	ENSMUSG00000033096
Entpd6	ENSMUSG00000033068
Pygb	ENSMUSG00000033059
Abhd12	ENSMUSG00000032046
Ninl	ENSMUSG00000068115
Nanp	ENSMUSG00000053916
Nsfl1c	ENSMUSG00000027455
Fkbp1a	ENSMUSG00000032966
Csnk2a1	ENSMUSG00000074698
Tbc1d20	ENSMUSG00000027465
Rbck1	ENSMUSG00000027466
Sox12	ENSMUSG00000051817
Zcchc3	ENSMUSG00000074682
H13	ENSMUSG00000019188
Id1	ENSMUSG00000042745
Bcl2l1	ENSMUSG00000007659
Tpx2	ENSMUSG00000027469
Pdrg1	ENSMUSG00000027472
Plagl2	ENSMUSG00000051413
Pofut1	ENSMUSG00000046020
Kif3b	ENSMUSG00000027475
Asxl1	ENSMUSG00000042548
Nol4l	ENSMUSG00000061411
Commd7	ENSMUSG00000056941
Dnmt3b	ENSMUSG00000027478
Mapre1	ENSMUSG00000027479
Cbfa2t2	ENSMUSG00000038533
E2f1	ENSMUSG00000027490
Raly	ENSMUSG00000027593
Eif2s2	ENSMUSG00000074656
Ahcy	ENSMUSG00000027597
Itch	ENSMUSG00000027598
Dynlrb1	ENSMUSG00000047459
Map1lc3a	ENSMUSG00000027602
Pigu	ENSMUSG00000038383
Ncoa6	ENSMUSG00000038369
Gss	ENSMUSG00000027610
Trpc4ap	ENSMUSG00000038324
Edem2	ENSMUSG00000038312
Eif6	ENSMUSG00000027613
Uqcc1	ENSMUSG00000005882
Cep250	ENSMUSG00000038241
Ergic3	ENSMUSG00000005881
Nfs1	ENSMUSG00000027618
Romo1	ENSMUSG00000067847
Rbm39	ENSMUSG00000027620
Phf20	ENSMUSG00000038116
Scand1	ENSMUSG00000046229
Aar2	ENSMUSG00000027628
Dlgap4	ENSMUSG00000061689
Tgif2	ENSMUSG00000062175
Ndrg3	ENSMUSG00000027634
Dsn1	ENSMUSG00000027635
Samhd1	ENSMUSG00000027639
Rbl1	ENSMUSG00000027641
Rpn2	ENSMUSG00000027642
Manbal	ENSMUSG00000063019
